listing_id,room_type,latitude,longitude,host_type,host_id,host_name,,
9.82E+17,Private room,40.7671997,-73.9235089,primary,501499086,CrossOver,,
1.05E+18,Private room,40.7503612,-73.98549,primary,547413854,Executive Hotel Le Soleil NY,,
49029323,Private room,40.70077,-73.94035,primary,30532557,Eibhlin,,
52316709,Private room,40.69241,-73.92987,primary,3223938,Eugene,,
1.07E+18,Entire home/apt,40.71178,-74.00935,primary,556115366,Millennium Downtown,,
9.52E+17,Private room,40.82443239,-73.94485333,primary,530348929,Maria,,
42195148,Entire home/apt,40.73984909,-73.98014832,primary,162280872,Urban Furnished,,
7.23E+17,Private room,40.80068,-73.96641,primary,3223938,Eugene,,
1.10E+18,Private room,40.79087216,-73.94937605,primary,563247594,Kristina,,
1.07E+18,Entire home/apt,40.72688,-73.97987,primary,448326434,Boomerang,,
8.33E+17,Entire home/apt,40.74491772,-73.98797655,primary,496944100,RoomPicks,,
8.39E+17,Entire home/apt,40.76484371,-73.95595959,primary,27181542,JT Urban,,
49684216,Private room,40.67541,-73.96724,primary,3223938,Eugene,,
16965094,Private room,40.74554318,-73.88279958,primary,48183551,Carlos,,
9.47E+17,Private room,40.74636364,-73.90780558,primary,501499086,CrossOver,,
43311252,Entire home/apt,40.71883,-73.9937,primary,51548122,Jeniffer,,
7.28E+17,Private room,40.76451204,-73.97791174,primary,475752211,Megan,,
1.04E+18,Private room,40.755821,-73.971424,primary,549437827,San Carlos Hotel,,
47313887,Entire home/apt,40.74281,-73.97354,primary,185979641,Ralph,,
1.06E+18,Private room,40.75572884,-73.98004682,primary,471449147,Elevate Rentals,,
1.09E+18,Shared room,40.68872615,-73.90800768,primary,303156931,Leo,,
6259593,Private room,40.68622,-73.95257,primary,3562322,Lord Daniel,,
53715877,Private room,40.75925887,-73.98414919,primary,257802323,Dennis,,
13669064,Entire home/apt,40.74157011,-73.98405511,primary,2119276,Urban Furnished,,
6.03E+17,Private room,40.7451,-73.9769,primary,305327549,NoVu,,
8.77E+17,Entire home/apt,40.7563378,-73.982217,primary,107434423,Blueground,,
18768741,Entire home/apt,40.74835,-73.97736,primary,120762452,Stanley,,
53654994,Private room,40.70078,-73.91992,primary,4888892,Darina,,
44648831,Private room,40.7263,-73.86134,primary,183178516,Lucky Day Realty Corp.,,
43011293,Entire home/apt,40.68582,-73.98677,primary,302903408,Bond Townhouse,,
5.70E+17,Entire home/apt,40.74568,-73.98672,primary,22541573,Furnished Quarters,,
2872353,Entire home/apt,40.77262,-73.95598,primary,13347167,AFI Apartments,,
1.09E+18,Entire home/apt,40.70389965,-74.00825845,primary,415840703,Anyplace,,
14365130,Entire home/apt,40.74579,-73.98197,primary,50760546,CRNY Monthly Rentals,,
1.05E+18,Entire home/apt,40.62537599,-74.02637905,primary,545212079,Dorit,,
45767951,Entire home/apt,40.74567,-73.99024,primary,22541573,Furnished Quarters,,
7.76E+17,Entire home/apt,40.74878,-73.98141,primary,489756011,Wapt,,
8.26E+17,Entire home/apt,40.71936417,-73.98511505,primary,162280872,Urban Furnished,,
1.01E+18,Entire home/apt,40.8680714,-73.88993635,primary,543983750,Nest,,
54287479,Private room,40.78137,-73.94698,primary,440274210,Eve,,
40339942,Entire home/apt,40.76383,-73.86367,primary,309612914,Abeer,,
6.29E+17,Private room,40.75639,-73.83486,primary,19303369,Hiroki,,
1.03E+18,Entire home/apt,40.7383733,-73.9967525,primary,107434423,Blueground,,
8.32E+17,Private room,40.71398699,-73.99320828,primary,305240193,June,,
1.02E+18,Entire home/apt,40.7352318,-73.9992865,primary,399865453,Fenix,,
8.70E+17,Entire home/apt,40.78185234,-73.94543096,primary,23772724,The Local Stay,,
15659791,Entire home/apt,40.75087,-73.9717,primary,1475015,Mike,,
8.92E+17,Entire home/apt,40.84537657,-73.93469829,primary,17775359,Rove,,
1.04E+18,Private room,40.7444291,-73.9857968,primary,547418378,The James New York - NoMad,,
43266587,Entire home/apt,40.72022,-73.99428,primary,51548122,Jeniffer,,
1.02E+18,Entire home/apt,40.7399177,-73.9789855,primary,107434423,Blueground,,
7.63E+17,Private room,40.64222,-73.98156,primary,363928053,Chida,,
7.66E+17,Private room,40.69022,-73.93195,primary,463464923,Manuel,,
1.03E+18,Private room,40.75632,-73.95614,primary,496932087,Reservations,,
20845031,Entire home/apt,40.7457225,-73.9798618,primary,107434423,Blueground,,
6.00E+17,Entire home/apt,40.89831,-73.86433,primary,57885474,Shully'S,,
9.93E+17,Private room,40.75706,-73.9946,primary,305240193,June,,
8.01E+17,Private room,40.78475666,-73.94818274,primary,305240193,June,,
7.92E+17,Private room,40.75401972,-73.98179129,primary,484277630,Bugra Han,,
10611168,Entire home/apt,40.76411,-73.99371,primary,51501835,Jeniffer,,
51620955,Private room,40.68031,-73.88584,primary,341908723,Aleph,,
51868789,Private room,40.72414,-73.85738,primary,19303369,Hiroki,,
1.05E+18,Private room,40.65754533,-73.94585952,primary,3223938,Eugene,,
42795401,Private room,40.6856,-73.91541,primary,19303369,Hiroki,,
8.62E+17,Entire home/apt,40.809887,-73.93061,primary,9419684,Churchill,,
40399598,Private room,40.70696,-73.90243,primary,302101015,Rob,,
1.04E+18,Private room,40.74292928,-73.9852294,primary,496932087,Reservations,,
35539856,Hotel room,40.75331,-73.93501,primary,263720409,Nesva Hotel,,
34053516,Entire home/apt,40.59572,-73.97398,primary,6752504,Ella,,
8.12E+17,Hotel room,40.76504749,-73.98031768,primary,496944100,RoomPicks,,
1.10E+18,Private room,40.69331727,-73.9554599,primary,303156931,Leo,,
1.09E+18,Shared room,40.70918,-73.94889,primary,559996886,Tilden,,
8.57E+17,Private room,40.68159509,-73.90861864,primary,3223938,Eugene,,
49902236,Private room,40.82501,-73.94417,primary,144008701,Ozzy,,
8.13E+17,Private room,40.71872588,-74.00063887,primary,496944100,RoomPicks,,
7.57E+17,Entire home/apt,40.7663381,-73.9890258,primary,51501835,Jeniffer,,
36240143,Private room,40.75436,-73.99391,primary,270122518,An Artful Hotel,,
6.52E+17,Entire home/apt,40.77073,-73.95293,primary,424296351,Michael,,
1.07E+18,Entire home/apt,40.7557524,-73.9634014,primary,107434423,Blueground,,
9.20E+17,Private room,40.75159,-73.99741,primary,514336590,Reservation,,
8.48E+17,Private room,40.72985,-73.87574,primary,200239515,Shogo,,
42735065,Entire home/apt,40.78411,-73.9486,primary,23772724,The Local Stay,,
7.34E+17,Entire home/apt,40.72008,-74.00157,primary,470859718,SoHoBlu,,
53130809,Entire home/apt,40.79558124,-73.97140587,primary,395671107,Esplanade 99,,
5.57E+17,Entire home/apt,40.70317,-73.89949,primary,50997424,Mark,,
7.97E+17,Entire home/apt,40.78611768,-73.95069417,primary,487732432,Mova,,
51664307,Entire home/apt,40.75244,-73.97121,primary,29582882,Jerry & Lynn,,
9.25E+17,Entire home/apt,40.7436221,-73.8937598,primary,501499086,CrossOver,,
6.30E+17,Private room,40.75435,-73.8354,primary,200239515,Shogo,,
46787572,Entire home/apt,40.75026,-73.97689,primary,120762452,Stanley,,
9.17E+17,Entire home/apt,40.7456,-74.00483,primary,61391963,Stay With Vibe,,
54245109,Private room,40.73223,-73.95472,primary,4483467,Daniel,,
9.63E+17,Entire home/apt,40.70444,-74.01529,primary,219517861,Sonder (NYC),,
8.34E+17,Private room,40.74182034,-73.98086921,primary,247439246,Charlene,,
1.04E+18,Hotel room,40.75831559,-73.98326512,primary,496932087,Reservations,,
6.44E+17,Entire home/apt,40.7123644,-73.9488925,primary,107434423,Blueground,,
1.05E+18,Entire home/apt,40.76886905,-73.96944487,primary,399865453,Fenix,,
42444354,Entire home/apt,40.78559,-73.95286,primary,23772724,The Local Stay,,
5.86E+17,Private room,40.66979,-73.95999,primary,2822805,Olivier,,
1.04E+18,Hotel room,40.74468755,-73.98369836,primary,496932087,Reservations,,
48095346,Entire home/apt,40.65953,-73.94353,primary,380332619,Casey,,
8.48E+17,Private room,40.83267424,-73.9387063,primary,501064484,Kristina,,
30702161,Private room,40.80704,-73.94012,primary,203982404,Armande,,
9.75E+17,Private room,40.759431,-73.974949,primary,326084746,Suiteness,,
8.69E+17,Private room,40.68837861,-73.93773086,primary,124028462,Outpost Club,,
27529655,Private room,40.75792,-73.8193,primary,205745676,Liqin,,
6.30E+17,Private room,40.75658,-73.83473,primary,204704622,Momoyo,,
9.12E+17,Entire home/apt,40.70586497,-74.00836652,primary,2867137,Avi,,
5.82E+17,Private room,40.88984,-73.85976,primary,424738135,Martha,,
46193536,Entire home/apt,40.74926,-73.97643,primary,120762452,Stanley,,
9.19E+17,Private room,40.67431,-73.95212,primary,3223938,Eugene,,
8.06E+17,Entire home/apt,40.7193634,-73.985112,primary,162280872,Urban Furnished,,
7.67E+17,Private room,40.74907,-73.97643,primary,174792040,RoomPicks By Victoria,,
50148604,Entire home/apt,40.75904,-73.96924,primary,61391963,Stay With Vibe,,
50994682,Private room,40.85280303,-73.88638746,primary,411034737,Peter,,
8.38E+17,Entire home/apt,40.7233393,-73.99070894,primary,22129776,Ali,,
1.02E+18,Private room,40.69866,-73.92994,primary,545908720,Bram,,
1.01E+18,Entire home/apt,40.77886,-73.94747,primary,533234561,Tina,,
5.36E+17,Entire home/apt,40.78171,-73.95093,primary,23772724,The Local Stay,,
33607399,Entire home/apt,40.70504,-74.00812,primary,107434423,Blueground,,
9.10E+17,Entire home/apt,40.74379242,-73.97135356,primary,415840703,Anyplace,,
52009698,Entire home/apt,40.71978,-73.99083,primary,411740512,Historic Blue Moon,,
38464396,Private room,40.67966,-73.94369,primary,293264001,Anastasia,,
1.03E+18,Entire home/apt,40.76373083,-73.98205651,primary,496932087,Reservations,,
9.20E+17,Private room,40.66893,-73.93712,primary,514336590,Reservation,,
34071962,Hotel room,40.74623,-73.98499,primary,259169672,Arlo NoMad,,
1.00E+18,Private room,40.6919135,-73.91542995,primary,3223938,Eugene,,
7.94E+17,Entire home/apt,40.7346342,-73.992897,primary,162280872,Urban Furnished,,
1.03E+18,Private room,40.85434495,-73.88513416,primary,44851966,Joseph,,
48399663,Entire home/apt,40.75649643,-73.99369049,primary,162280872,Urban Furnished,,
18942119,Entire home/apt,40.7666,-73.98301,primary,4264890,Amedeo,,
7.67E+17,Private room,40.74867,-73.98769,primary,25138314,RoomPicks By Antony,,
8.27E+17,Entire home/apt,40.79413067,-73.94422194,primary,460919458,David,,
30394133,Entire home/apt,40.7457225,-73.9798618,primary,107434423,Blueground,,
43738037,Entire home/apt,40.76546,-73.97582,primary,176950173,Aka,,
9.05E+17,Private room,40.756048,-73.972204,primary,326084746,Suiteness,,
1.03E+18,Entire home/apt,40.7677879,-73.991741,primary,107434423,Blueground,,
52534282,Entire home/apt,40.71909,-73.98873,primary,5615582,RoomPicks,,
8.09E+17,Entire home/apt,40.75163,-73.97335,primary,442029804,Live Suite,,
52251326,Entire home/apt,40.7399363,-73.9789488,primary,107434423,Blueground,,
7643428,Private room,40.66043,-73.89203,primary,12866178,Klara,,
7.13E+17,Entire home/apt,40.70245,-73.8995,primary,204539,Mark,,
8.37E+17,Private room,40.74521919,-73.99027603,primary,496944100,RoomPicks,,
6.92E+17,Entire home/apt,40.7187,-74.00083,primary,470859718,SoHoBlu,,
8.33E+17,Private room,40.68219888,-73.98651924,primary,496944100,RoomPicks,,
53722560,Entire home/apt,40.79598,-73.97161,primary,395671107,Esplanade 99,,
51704149,Entire home/apt,40.79673,-73.962547,primary,385129361,Central Park Apartments,,
39849765,Entire home/apt,40.76074,-73.95962,primary,278925199,Paradise Suites,,
11381526,Entire home/apt,40.71899,-73.99773,primary,51501835,Jeniffer,,
51792172,Private room,40.69975,-73.93919,primary,401709949,Daniela & James,,
28132293,Private room,40.71461054,-74.01010866,primary,212484716,Smyth Tribeca,,
1.07E+18,Private room,40.74616,-73.98892,primary,401202937,Eliza,,
6.65E+17,Private room,40.75232,-73.93586,primary,219517861,Sonder (NYC),,
1.08E+18,Entire home/apt,40.72137,-73.98764,primary,162280872,Urban Furnished,,
1.09E+18,Private room,40.79858,-73.96195,primary,558528704,Ferran,,
9.90E+17,Private room,40.76378,-73.82568,primary,5735865,Usquire,,
48103930,Entire home/apt,40.76333,-73.98779,primary,51501835,Jeniffer,,
8.95E+17,Private room,40.75479955,-73.98081063,primary,496944100,RoomPicks,,
8.94E+17,Private room,40.70055377,-73.94110873,primary,502141479,Eibhlin,,
1.10E+18,Entire home/apt,40.75254658,-74.00453212,primary,556308831,Selina Chelsea New York,,
52611770,Entire home/apt,40.76639,-73.98949,primary,276878527,Fad,,
1.04E+18,Private room,40.7834267,-73.9784952,primary,546315187,The Lucerne Hotel,,
27295492,Private room,40.80732,-73.94025,primary,203982404,Armande,,
1.09E+18,Entire home/apt,40.7884302,-73.9544887,primary,476568387,Nice Stay NYC,,
6.88E+17,Entire home/apt,40.76661,-73.99106,primary,243288727,Matt,,
39878837,Entire home/apt,40.74,-73.97855,primary,23772724,The Local Stay,,
6.09E+17,Private room,40.76479,-73.81848,primary,19303369,Hiroki,,
46381862,Private room,40.74113,-73.89287,primary,19303369,Hiroki,,
7.91E+17,Entire home/apt,40.74899968,-73.97836698,primary,174792040,RoomPicks By Victoria,,
7.09E+17,Entire home/apt,40.7715,-73.95928,primary,276878527,Fad,,
45340304,Entire home/apt,40.7056,-74.00878,primary,107434423,Blueground,,
1.05E+18,Entire home/apt,40.7092191,-74.0137534,primary,107434423,Blueground,,
5085803,Entire home/apt,40.78248,-73.94643,primary,23772724,The Local Stay,,
1.06E+18,Entire home/apt,40.68453765,-73.95642878,primary,21170120,Nina,,
8.19E+17,Entire home/apt,40.79696655,-73.93574524,primary,162280872,Urban Furnished,,
1.05E+18,Private room,40.69008,-73.93667,primary,525109336,Leyla,,
6.03E+17,Private room,40.69792,-73.94057,primary,401709949,Daniela & James,,
1.00E+18,Entire home/apt,40.76417,-73.98824,primary,206952308,Daria,,
51889628,Private room,40.72557,-73.85892,primary,204704622,Momoyo,,
9.53E+17,Private room,40.707258,-73.9339721,primary,215565541,LuxUrban,,
9.21E+17,Entire home/apt,40.7498506,-73.8792997,primary,501499086,CrossOver,,
6.03E+17,Private room,40.81746,-73.94181,primary,67985770,Alex,,
9.30E+17,Private room,40.75086,-73.97163,primary,520207720,Shkedy,,
28661704,Private room,40.70048,-73.91977,primary,216235179,Kristina,,
3791244,Entire home/apt,40.73368,-74.00797,primary,2119276,Urban Furnished,,
8.68E+17,Private room,40.67199213,-73.95398544,primary,3223938,Eugene,,
9.54E+17,Private room,40.75083225,-73.97211763,primary,520207720,Shkedy,,
9.54E+17,Private room,40.76445374,-73.82328003,primary,5735865,Usquire,,
9839263,Private room,40.76222,-73.92417,primary,3250450,Petya,,
6.59E+17,Private room,40.73794,-73.92599,primary,200239515,Shogo,,
21098980,Hotel room,40.75011,-73.97725,primary,120762452,Stanley,,
50654283,Private room,40.65157,-73.96183,primary,3223938,Eugene,,
34384911,Entire home/apt,40.71579,-74.00587,primary,107434423,Blueground,,
51015077,Entire home/apt,40.74782,-73.98697,primary,8309060,Julia,,
50634191,Private room,40.75956,-73.99645,primary,401277068,Yotel New York,,
7.25E+17,Private room,40.74898,-73.98746,primary,25138314,RoomPicks By Antony,,
8.46E+17,Entire home/apt,40.74631139,-73.99237424,primary,448326434,Boomerang,,
1.08E+18,Private room,40.7982,-73.94384,primary,558230258,Tilden,,
8.02E+17,Entire home/apt,40.77203292,-73.99019821,primary,521311879,B,,
54144455,Private room,40.84172,-73.93877,primary,438952657,Gisele,,
46006972,Private room,40.68844,-73.94241,primary,371795453,Outpost Club,,
1.10E+18,Entire home/apt,40.704865,-74.007614,primary,30283594,Global Luxury Suites,,
9.44E+17,Entire home/apt,40.73408094,-73.985818,primary,408979935,Koichi,,
44320456,Entire home/apt,40.74614,-73.98701,primary,348619646,Nomad,,
9.34E+17,Entire home/apt,40.730657,-73.988651,primary,107434423,Blueground,,
51783037,Entire home/apt,40.57554,-74.01032,primary,224047081,Alexander,,
47811977,Private room,40.82015963,-73.95652694,primary,305240193,June,,
36239665,Private room,40.75436,-73.99391,primary,270122518,An Artful Hotel,,
35545525,Private room,40.73777,-73.99392,primary,266533448,Chelsea Inn Hotel,,
30033284,Entire home/apt,40.705579,-74.008378,primary,107434423,Blueground,,
49613686,Entire home/apt,40.76209,-73.96079,primary,22541573,Furnished Quarters,,
1.07E+18,Entire home/apt,40.72011145,-73.98439043,primary,123472158,Kiki,,
1.11E+18,Private room,40.70715,-73.94879,primary,559997264,Tilden,,
53105871,Private room,40.69217,-73.91266,primary,3223938,Eugene,,
8.90E+17,Private room,40.73649018,-73.87886306,primary,200239515,Shogo,,
9.61E+17,Entire home/apt,40.7235638,-73.9807302,primary,107434423,Blueground,,
8.67E+17,Private room,40.75875833,-73.98584415,primary,501999278,RoomPicks,,
40897658,Entire home/apt,40.78673,-73.96956,primary,95303084,David,,
51619634,Entire home/apt,40.72301,-73.99201,primary,158969505,Untitled,,
8.47E+17,Private room,40.67973,-73.94292,primary,483056418,Kristina,,
9.90E+17,Private room,40.76388213,-73.82618819,primary,5735865,Usquire,,
1.04E+18,Private room,40.74314358,-73.98468243,primary,496932087,Reservations,,
48718623,Private room,40.74804,-73.89904,primary,200239515,Shogo,,
8.99E+17,Private room,40.73647,-73.87902,primary,200239515,Shogo,,
8.34E+17,Entire home/apt,40.77276064,-73.95566161,primary,2119276,Urban Furnished,,
36315759,Entire home/apt,40.714,-74.009564,primary,107434423,Blueground,,
53435650,Entire home/apt,40.68335,-73.94319,primary,417740213,Jade,,
9.83E+17,Entire home/apt,40.71514286,-74.00665562,primary,19408645,Shaun,,
54342351,Private room,40.67038,-73.9592,primary,2822805,Olivier,,
45380558,Private room,40.74131,-73.89744,primary,200239515,Shogo,,
1.04E+18,Entire home/apt,40.78201,-73.94746,primary,23772724,The Local Stay,,
9.54E+17,Private room,40.75271788,-73.97195192,primary,520207720,Shkedy,,
5.70E+17,Entire home/apt,40.73436,-73.98695,primary,384559808,Best Inns USA,,
1.10E+18,Shared room,40.7567374,-73.97380417,primary,35483886,Akobir,,
1.02E+18,Entire home/apt,40.79330871,-73.94051337,primary,162280872,Urban Furnished,,
7.01E+17,Entire home/apt,40.78617,-73.9499885,primary,107434423,Blueground,,
42586385,Private room,40.70472,-73.94186,primary,19303369,Hiroki,,
7.02E+17,Entire home/apt,40.78531,-73.97311,primary,61391963,Stay With Vibe,,
40624298,Shared room,40.76455,-73.99111,primary,314533486,John J.,,
50617228,Private room,40.78996375,-73.94911245,primary,4714927,Elisa,,
9.47E+17,Private room,40.7456565,-73.9070911,primary,501499086,CrossOver,,
53703642,Private room,40.75058,-73.97955,primary,5615582,RoomPicks,,
36601199,Private room,40.71933,-73.994843,primary,266797018,Sohotel,,
49653467,Private room,40.79602,-73.9699,primary,395671107,Esplanade 99,,
52168496,Private room,40.7169,-74.00698,primary,219517861,Sonder (NYC),,
45910,Entire home/apt,40.70309,-73.89963,primary,204539,Mark,,
1.02E+18,Private room,40.69084172,-73.94396395,primary,3223938,Eugene,,
9.92E+17,Private room,40.69226803,-73.94612155,primary,489124684,Briana,,
1.06E+18,Entire home/apt,40.61787,-74.02345,primary,545212079,Dorit,,
6.43E+17,Entire home/apt,40.74997,-73.94017,primary,107434423,Blueground,,
8.42E+17,Private room,40.75351268,-73.89082127,primary,429095657,Aurgho,,
8.77E+17,Private room,40.67414345,-73.93226427,primary,3223938,Eugene,,
7.96E+17,Private room,40.81164925,-73.9537523,primary,305240193,June,,
9.40E+17,Entire home/apt,40.69295824,-73.84474162,primary,180277260,Yahira,,
9.97E+17,Private room,40.7492611,-73.8792458,primary,501499086,CrossOver,,
1.01E+18,Private room,40.81608,-73.94339,primary,533074450,Kristina,,
9.63E+17,Private room,40.66336,-73.95184,primary,514336590,Reservation,,
6.15E+17,Entire home/apt,40.75867,-73.817,primary,45400201,Shauna,,
7.97E+17,Private room,40.75582,-73.83196,primary,494285165,Kristina,,
1.08E+18,Private room,40.7564,-73.95602,primary,496932087,Reservations,,
8.72E+17,Entire home/apt,40.75106,-73.98705,primary,415840703,Anyplace,,
34994129,Entire home/apt,40.79055,-73.97424,primary,113723310,MyNyHousing,,
5.64E+17,Entire home/apt,40.7604,-73.9983,primary,307197943,New York,,
8.83E+17,Entire home/apt,40.73236397,-73.98523688,primary,384559808,Best Inns USA,,
5.40E+17,Entire home/apt,40.78179,-73.94776,primary,23772724,The Local Stay,,
6.67E+17,Entire home/apt,40.72047,-73.99032,primary,91571876,Superhost,,
13891302,Entire home/apt,40.76153,-73.99878,primary,30283594,Global Luxury Suites,,
1.01E+18,Private room,40.75044193,-73.97900208,primary,523872574,Kristina,,
1.05E+18,Private room,40.69278,-73.91458,primary,12866178,Klara,,
24115562,Private room,40.8667,-73.84154,primary,55948559,Barry,,
38625166,Entire home/apt,40.75935,-73.95965,primary,278925199,Paradise Suites,,
54015146,Private room,40.86393,-73.92427,primary,204704622,Momoyo,,
9.81E+17,Entire home/apt,40.7092191,-74.0137534,primary,137358866,Kaz,,
30125704,Entire home/apt,40.74926,-73.97643,primary,120762452,Stanley,,
36601330,Private room,40.71933,-73.994843,primary,266797018,Sohotel,,
5.65E+17,Entire home/apt,40.74503,-73.98138,primary,170568130,Ignacio,,
35969563,Private room,40.69642,-73.9583,primary,261016212,The Condor Hotel,,
1.09E+18,Entire home/apt,40.6868015,-73.9444183,primary,146345538,Kristina,,
1.06E+18,Private room,40.7434791,-73.98684768,primary,496932087,Reservations,,
8.33E+17,Entire home/apt,40.74512,-73.98672,primary,496944100,RoomPicks,,
1.05E+18,Entire home/apt,40.623429,-74.02851369,primary,545212079,Dorit,,
25841637,Private room,40.7127,-73.99711,primary,33867639,Amiee,,
8.63E+17,Private room,40.74364,-73.98132,primary,171697479,Aamer,,
8.12E+17,Hotel room,40.76360957,-73.98048164,primary,496944100,RoomPicks,,
7.73E+17,Private room,40.74845,-73.98582,primary,25138314,RoomPicks By Antony,,
42889062,Private room,40.68703,-73.91545,primary,204704622,Momoyo,,
48214528,Private room,40.74311,-73.89789,primary,204704622,Momoyo,,
8.58E+17,Private room,40.85024,-73.94077,primary,204704622,Momoyo,,
20897952,Entire home/apt,40.7835,-73.97523,primary,61391963,Stay With Vibe,,
9.97E+17,Private room,40.74882,-73.87394,primary,501499086,CrossOver,,
9.79E+17,Private room,40.68976427,-73.95013631,primary,536808429,Kristina,,
43391847,Private room,40.68842,-73.95128,primary,204704622,Momoyo,,
9.14E+17,Private room,40.746,-73.99058,primary,3660702,Greg,,
8.51E+17,Private room,40.69195543,-73.93571235,primary,3223938,Eugene,,
6.00E+17,Private room,40.74245,-73.99145,primary,219517861,Sonder (NYC),,
1.10E+18,Private room,40.67914,-73.93855,primary,493207893,Leo,,
49568717,Entire home/apt,40.72278976,-73.99569702,primary,399865453,Fenix,,
21643550,Private room,40.7437422,-73.88320786,primary,48183551,Carlos,,
8.14E+17,Private room,40.71927734,-73.99909056,primary,496944100,RoomPicks,,
6.20E+17,Private room,40.7673,-73.98719,primary,186679094,Kee,,
9.14E+17,Entire home/apt,40.7330647,-74.0054821,primary,107434423,Blueground,,
47021215,Private room,40.73907936,-73.99785958,primary,305240193,June,,
6.66E+17,Shared room,40.68703,-73.91852,primary,431476577,Leo,,
9.92E+17,Entire home/apt,40.71679653,-74.01416196,primary,263502162,Landing,,
50850599,Private room,40.75608,-73.99813,primary,381698920,Hudson,,
9.22E+17,Entire home/apt,40.7461629,-73.8887556,primary,501499086,CrossOver,,
28699654,Private room,40.65428,-73.93636,primary,26377263,Dr.Julien,,
1.10E+18,Shared room,40.75632,-73.97191,primary,22254869,Juan,,
7.97E+17,Private room,40.67825393,-73.94286886,primary,483056418,Kristina,,
9.51E+17,Private room,40.7603457,-73.9877968,primary,215565541,LuxUrban,,
39820168,Shared room,40.71041,-73.89829,primary,306349662,Ridgewood,,
50875520,Private room,40.637486,-73.931541,primary,411034737,Peter,,
5.58E+17,Private room,40.74935,-73.97922,primary,159355723,Outsite,,
8.28E+17,Private room,40.74559538,-74.00413564,primary,305240193,June,,
9.15E+17,Entire home/apt,40.80966,-73.95264,primary,311142157,Anna,,
34485281,Hotel room,40.72276,-74.00478,primary,260861596,ModernHaus SoHo,,
8.68E+17,Private room,40.7601513,-73.98505645,primary,501999278,RoomPicks,,
7.36E+17,Entire home/apt,40.76249,-73.96322,primary,61391963,Stay With Vibe,,
7.78E+17,Entire home/apt,40.82731865,-73.91947314,primary,450161902,Natalie,,
48300185,Entire home/apt,40.7593,-73.9597,primary,278925199,Paradise Suites,,
52368832,Private room,40.59836,-73.76084,primary,422067855,Keith,,
1.03E+18,Entire home/apt,40.76977,-73.83388,primary,512834300,Jian Kun,,
9.88E+17,Private room,40.73530613,-73.88583649,primary,501499086,CrossOver,,
8.28E+17,Private room,40.65018112,-73.95341423,primary,3223938,Eugene,,
7.96E+17,Private room,40.68165871,-73.91971813,primary,32368779,Emma,,
48111511,Private room,40.70098,-73.91252,primary,3223938,Eugene,,
44580140,Private room,40.74094,-73.89607,primary,19303369,Hiroki,,
8.39E+17,Private room,40.82244,-73.91429,primary,477464208,Find Dream Rentals,,
6.85E+17,Private room,40.7544,-73.99684,primary,435938215,Hudson River,,
9.54E+17,Private room,40.69585238,-73.97379064,primary,514888280,Kristina,,
8.63E+17,Entire home/apt,40.75552,-73.98272,primary,448326434,Boomerang,,
9.33E+17,Private room,40.7046445,-74.0103193,primary,314151200,The Wall Street Inn,,
50373097,Private room,40.71859,-73.95089,primary,151084261,Frank,,
1.04E+18,Private room,40.74437,-73.98539,primary,496932087,Reservations,,
7.82E+17,Entire home/apt,40.7265445,-73.9785812,primary,107434423,Blueground,,
9.86E+17,Entire home/apt,40.66738759,-73.93249909,primary,480704914,Ray,,
33974640,Private room,40.75732,-73.92671,primary,32167398,Meela,,
52325109,Private room,40.64299,-73.97965,primary,363928053,Chida,,
43437306,Entire home/apt,40.60335,-73.97485,primary,6752504,Ella,,
8.06E+17,Entire home/apt,40.7855906,-73.9495843,primary,107434423,Blueground,,
5.69E+17,Private room,40.88944,-73.85987,primary,424738135,Martha,,
6.62E+17,Private room,40.75306,-73.93447,primary,191552674,Diana,,
49566302,Private room,40.75492,-73.99453,primary,397160899,Arlo,,
54020186,Private room,40.86382,-73.92253,primary,204704622,Momoyo,,
48805587,Entire home/apt,40.78622,-73.97282,primary,22541573,Furnished Quarters,,
8.47E+17,Private room,40.85499254,-73.92650246,primary,19303369,Hiroki,,
53941700,Private room,40.71362,-73.96255,primary,546370,Ekaterina,,
7.93E+17,Entire home/apt,40.6819309,-73.9671668,primary,107434423,Blueground,,
8.14E+17,Private room,40.71952565,-73.99990757,primary,468527022,JG Sohotel,,
8.12E+17,Hotel room,40.76411006,-73.98221893,primary,496944100,RoomPicks,,
7.98E+17,Private room,40.75440032,-73.98204065,primary,484277630,Bugra Han,,
9.09E+17,Entire home/apt,40.57897876,-74.01066868,primary,224047081,Alexander,,
1.03E+18,Entire home/apt,40.76309,-73.99528,primary,91445933,Adam,,
9.69E+17,Private room,40.68572153,-73.9347361,primary,533292672,Kristina,,
8.53E+17,Private room,40.6217926,-73.932322,primary,306503633,Darsha,,
7.97E+17,Entire home/apt,40.74390415,-73.98107203,primary,489756011,Wapt,,
1.07E+18,Entire home/apt,40.68965177,-73.93736837,primary,378112960,Elevate Properties,,
19929209,Entire home/apt,40.74957,-73.97729,primary,120762452,Stanley,,
8.87E+17,Private room,40.69586399,-73.92035245,primary,3223938,Eugene,,
42112149,Private room,40.73407,-73.98358,primary,163362268,Reservation Desk,,
42935766,Private room,40.70456,-73.94207,primary,204704622,Momoyo,,
2254851,Entire home/apt,40.72736,-73.94028,primary,7503643,Vida,,
52001672,Entire home/apt,40.72076,-73.99132,primary,158969505,Untitled,,
53732896,Private room,40.65235,-73.96157,primary,435050037,Abdo,,
